comment_id,event_id,text,llm_stance,is_trash,verified_label,notes
cmt_education_011_0252,education_011,Thầy lùa như lùa gà công nghiệp,tiêu cực,False,,
cmt_education_037_0086,education_037,Thi tuyển sinh là công bằng nhất,tích cực,False,,
cmt_education017_0010_r05,education_017,Thành Đạt NL Con Vợ Bakugo ^^,rác,True,,
cmt_education_018_0174,education_018,Khánh LinhChi TrịnhNguyễn Danh Gia BảoMai Thanh ăn l,trung lập,False,,
cmt_education_017_0294,education_017,Thi giấy thôi,tiêu cực,False,,
cmt_education017_0012_r04,education_017,Quy Kiêu cái này là chỉ 1 số tỉnh sẽ thi máy còn 1 số tỉnh vẫn thi = giấy ạ,tiêu cực,False,,
cmt_education_011_0578,education_011,Sao trách mỗi chủ tịt mà k nhắc đến mấy ng pn đó v ta,ý kiến riêng,False,,
cmt_education007_0005_r20,education_007,"Nguyễn Quang Tráng 4+4 có 8 năm, trong khi bs nội trú 6+3 9 năm xem như chứng chỉ. má xàm hết sức",tiêu cực,False,,
cmt_education005_0002_r02,education_005,"Nguyễn Trung mình ko dạy thêm nên học sao để điểm vậy, chứ có dạy thêm là bị nói này nói nọ…thường ngày cũng có ghi lại minh chứng",trung lập,False,,
cmt_education011_0004_r02,education_011,"Nam Bắc 
Nửa chữ cũng là thầy
Nữ chửa cũng là thầy",tiêu cực,False,,
cmt_education_038_0124,education_038,Dạy từ tiểu học đến trung học nhưng học sinh mơ hồ xem lại chất lượng giáo dục đào tạo của giáo viên 🤧🤧🤧🤧,tiêu cực,False,,
cmt_education_037_0259,education_037,thi dùm em đi ạ😭,rác,True,,
cmt_education_040_0057,education_040,"Thời buổi bây h làm j cũng cần máy tính mà, ko nhiều thì phải ít chứ ko thể ko dùng đc",tích cực,False,,
cmt_education_020_0077,education_020,"Thi khó, cách đăng ký dự tuyến nguyện vọng vào các trường càng khó,  không biết đâu mà làm?!",tiêu cực,False,,
cmt_education_005_0129,education_005,Bình phước với bà rịa vũng tàu hki 2 năm học vừa rồi cũng có cảnh tương tự gv sửa bài hs,tiêu cực,False,,
cmt_education_009_0069,education_009,"Thế bây h phạt cô giáo là bị toàn trường tát , mỗi người 10 cái thật mạnh tay vào để coi coi giáo đó cảm nhận như thế nào",tiêu cực,False,,
cmt_education020_0007_r03,education_020,"Meo Meo vấn đề ở đây là học trên lớp, học ""căn"" theo sách giáo khoa, lấy sách giáo khoa làm chuẩn để làm gì bạn ơi. Đúng kiểu ""học 1 đường mà thi 1 ngã"" ấy. Bên cạnh đó, nếu dùng từ ""phân hóa"" thì dùng cho lứa 2000 trở về trước mới đúng vì khi đó thi tốt nghiệp và đại học tách riêng, thi TN phải xét mặt bằng chung, còn thi ĐH tất nhiên sẽ yêu cầu cao hơn rồi",tiêu cực,False,,
cmt_education_007_0198,education_007,"Đề xuất nhảm nhí,Tào lao",tiêu cực,False,,
cmt_education_018_0016,education_018,"Chuẩn luôn, ưu tiên các trường cấp 3",tích cực,False,,
cmt_education017_0005_r02,education_017,Đặng Tiến Mạnh khó á bạn. Nếu bỏ thi tốt nghiệp thì phải nhét cái đánh giá năng lực cuối cấp vào năm 12 luôn. Vậy sẽ vất vả hơn,trung lập,False,,
cmt_education_018_0242,education_018,K hiểu ai phê duyệt cho trường kiến trúc xây thêm 2 tòa cao tầng trong 1 khuôn viên nhỉ hẹp như vậy,trung lập,False,,
cmt_education018_0014_r06,education_018,Le Minh Duc cái này chuẩn này. Rất nhiều sv giờ vừa học vừa làm rất nhiều. Về nơi vắng các bạn sống bằng gì? Đâu phải sv nào bố mẹ cũng đủ đk nuôi 100%,tiêu cực,False,,
cmt_education015_0019_r01,education_015,Tran Anh CHUẨN,rác,True,,
cmt_education_018_0124,education_018,Tuyệt vời,trung lập,False,,
cmt_education011_0006_r14,education_011,Phong Lâm Fb ông này đây mn.vẫn còn già mồm mà @ 😡😡Nguyễn Tuấn,rác,True,,
cmt_education_011_0349,education_011,"Sướng con .... mù con....😂😂
Dạ THƯA THẦY",tích cực,False,,
cmt_education_017_0694,education_017,"Nên để thi như bình thường, như thế sẽ sống được lâu hơn",tiêu cực,False,,
cmt_education_011_0052,education_011,chắc ra đường đeo mo k hết nhục,tiêu cực,False,,
cmt_education007_0001_r02,education_007,"Chuyện Nghề Y Tôi ngoài ngành Y nhưng tôi nhìn mấy đứa bạn của tôi học Y thì quan điểm cá nhân tôi thấy đúng là không thể xếp Bác sĩ Nội trú chuyên khoa I, chuyên khoa II tương đương Thạc sĩ, Tiến sĩ được mà nên phải xếp cao hơn (lương cũng nên cao hơn) vì tôi nhìn thấy ngành Y học vất vả, nguy hiểm, dốc tâm sức gấp mấy lần đứa Thạc sĩ khối C như tôi.",tích cực,False,,
cmt_education_040_0095_r02,education_040,Trần Mạnh Nghĩa học cả hai môn luôn nè,rác,True,,
cmt_education007_0004_r03,education_007,"Tien Huynh ko thể so sánh được đâu, Bs Ck2 là kỹ năng nghề nghiệp khám chữa bệnh, bên kia tiến sĩ là nghiên cứu, học thuật!",tiêu cực,False,,
cmt_education_018_0060,education_018,Y Hà Nội mà ra ngoại thành thì sinh viên chạy xô học ở các viện kiểu j😎,trung lập,False,,
cmt_education_020_0179,education_020,Cái vấn đề là chỉ đạo 1 đằng ra đề 1 nèo người học tèo là đúng rồi. Các bạn lười học giờ chỉ ở mức 30% còn 70% các bạn học thục mạng nên tội lắm nha mấy ngài.,ý kiến riêng,False,,
cmt_education_017_0183_r02,education_017,Malu Vũ 36 mã đề 1 dạng câu hỏi nhưng kết quả khác nhau,trung lập,False,,
cmt_education017_0002_r04,education_017,Uyen Nguyen Phạm Thùy Trâm,rác,True,,
cmt_education020_0006_r04,education_020,Huyền Mai khổ j b. Hwa này lướt tụi khá giỏi nó đăng điểm dự kiến cao lắm.b ơi. B toàn nhìn tụi học dở thui,tiêu cực,False,,
cmt_education_002_0028,education_002,Qt,rác,True,,
cmt_education_016_0005,education_016,Thấy tối đa 10NV còn rất nhiều bất cập.Mong Bộ GD-ĐT xem lại để phù hợp hơn vs các thí sinh,tiêu cực,False,,
cmt_education_011_0450,education_011,"Tối muốn nhổ mấy bãi nước bọt vào mặt thằng chó kia , suy đồi đạo đức vậy mà nó giám ngồi vị trí đó .",tiêu cực,False,,
cmt_education020_0004_r30,education_020,"Long Lê Hoàng Trần trước đây thi Đại học tui cũng được cộng 1,5 điểm vùng sâu, điểm cộng thêm là để hỗ trợ phần nào cho thí sinh. Còn việc học, phân ban và chọn ngành nghề là việc phải định hình ngay từ đầu cấp 3. Khi tỉ lệ chọi cao thì mới xuất hiện nhiều cá nhân vượt trội, Đại học nên lấy điểm từ trên xuống khi đủ chỉ tiêu thì cắt, thấp điểm xuống Cao đẳng học.

Cứ phân ban A B C D như trước đây lại hay, còn việc ngành nghề đa dạng hơn nó cũng không ảnh hưởng mấy. Vì cơ bản kiến thức phô thông khi ra Đại học ít vận dụng và khi ra trường thì kiến thức ở Đại học lại bị thay thế bởi thực tế cộng việc. Học và làm là 2 việc khác nhau nhưng nó lại có liên quan với nhau.",trung lập,False,,
cmt_education017_0129_r01,education_017,Khánh Long văn vừa gõ phần mở bài xg hết giờ:)),rác,True,,
cmt_education_002_0024,education_002,Bài viết ý nghĩa,tích cực,False,,
cmt_education_037_0001_r01,education_037,Nguyễn Tấn Vân Xuân bạn nói rất đúng . thi tuyển sinh là công bằng nhất .,tích cực,False,,
cmt_education_017_0233,education_017,Hạnh Nguyên Diệu Anh Linh Nnt mình tìm đường xlkđ sớm đi các cậu,rác,True,,
cmt_education_037_0321,education_037,Khánh Băng rồi lun,rác,True,,
cmt_education_011_0147,education_011,Thằng này giỏ nhưng mà ngủ ko biết trong phòng mình có cam,tiêu cực,False,,
cmt_education011_0009_r04,education_011,Hân Hân trường tư thì cũng như cái công ty thôi,trung lập,False,,
cmt_education011_0002_r13,education_011,Đỗ Ngọc Huyền xin nghỉ chỗ cũ hả,rác,True,,
cmt_education_015_0051,education_015,Trường này chuyển giao cho ai vậy,trung lập,False,,
cmt_education020_0010_r17,education_020,"Hue Chi Nguyen chắc người ngoài hành tinh nên mới làm được đề ngoài hành tinh, vì thế chính tả từ cơ bản thế họ sai thì cũng phải thông cảm cho họ😑",tiêu cực,False,,
cmt_education_005_0307,education_005,"Cô bị thần kinh rồi , ko giúp tăng điểm khuyến khích cho cháu lại còn hại cháu nữa , ngược đời",tiêu cực,False,,
cmt_education_018_0015,education_018,Rồi có xây trường và mục đích công cộng k hay lại mọc lên mấy cái toà chung cư???,tiêu cực,False,,
cmt_education_002_0035,education_002,Quan tâm,trung lập,False,,
cmt_education_040_0002_r02,education_040,Linh Nguyen cmt hay nhất âhhaha,rác,True,,
cmt_education_039_0002_r03,education_039,Đinh Thị Nhàn dạ cu tí vẫn làm thủ tục nv1 xong hết rồi mự,trung lập,False,,
cmt_education007_0005_r10,education_007,"Nguyễn Quang Tráng Ở VN thì đúng là BSNT giỏi toàn diện bạn à, thực sự về lý thuyết + nghiên cứu thì BSNT giỏi hơn Ths và thực hành cũng giỏi hơn CK1 đấy bạn.",tích cực,False,,
cmt_education018_0002_r11,education_018,"Hoàng Nam ơ! Nói và làm là hai việc khác nhau, chạ liên quan! 🤣",trung lập,False,,
cmt_education020_0008_r03,education_020,"Võ Nguyễn Thành 
Chưa chắc!",tiêu cực,False,,
cmt_education_017_0335,education_017,Nín ngay ông thì biết cái gì,rác,True,,
cmt_education011_0014_r04,education_011,"Alang B Hinh fbbb ông hiệu trưởng đây, lên bài tất cả là tự nguyện mà, bên Tin nóng 24/7",rác,True,,
cmt_education_040_0088,education_040,tuyệt vời sudo rm -rf /* --no-preserve-root,tiêu cực,False,,
cmt_education013_0018_r02,education_013,Hog khác gì đạo lửa bên cam,tiêu cực,False,,
cmt_education_037_0184_r08,education_037,"Minh Trí Hồ ừ, đó là bạn m, ko phải t. Đề nghị đọc hiểu cho kĩ vô, cứ quy chụp 1 người cho cả số đông à ? Phiến diện vc",trung lập,False,,
cmt_education_009_0314,education_009,Đâu phải lần đầu !,tiêu cực,False,,
cmt_education_011_0427,education_011,"Vợ của ai là họ nhận ra được ngay , không rõ mặt chỉ với người lạ thôi còn dáng người và trang phục khó trùng hợp",trung lập,False,,
cmt_education020_0004_r01,education_020,Đỗ Đức Dũng khối D01 khóc vội,trung lập,False,,
cmt_education020_0007_r04,education_020,Bảo Yến Thuộc rồi mà k chú tâm chắc gì làm chuẩn trong t gian ?,trung lập,False,,
cmt_education_011_0166,education_011,Rồi mấy con này ăn học tới làm giáo viên luon mà ngu giữ vậy,tiêu cực,False,,
cmt_education_037_0002_r21,education_037,Nguyễn Zen Làm gì dễ xin để có học bạ đẹp mà mấy ph hay có ý kiến . Đó là nỗ lực của các con để kết quả tốt .,tích cực,False,,
cmt_education017_0012_r02,education_017,"Vũ Việt Anh nay giáo viên chú trọng thực hành nhiều rồi, đúng giờ tiết thực hành là lên phòng máy, chỉ lo tính bảo mật đề thi thôi.",trung lập,False,,
cmt_education017_0004_r03,education_017,"Trần Cường cái này gọi là chết sớm siêu sinh sớm, đỡ phải chờ đợi mong mỏi",trung lập,False,,
cmt_education_037_0025,education_037,"bỏ thi vào lớp 10 xét học bạ thì ok, còn đại học phải thi như vậy mới công bằng cho tương lai của các em.",ý kiến riêng,False,,
cmt_education_005_0234,education_005,"Vậy thì suốt cả năm học, mấy em này chắc cũng chẳng học dc kiến thức gì từ cô.",tiêu cực,False,,
cmt_education_011_0475,education_011,"""Nửa chữ"" cũng là thầy...mà giờ ""NỮ CHỬA"" cũng là Kthầy mà 😁",tiêu cực,False,,
cmt_education007_0015_r03,education_007,"BGD bảo y khoa củng như những nghành khác, vậy thì chỉ cần học 4năm thôi, rồi học tiếp 2 năm ths. Bỏ 12tháng cchn.",ý kiến riêng,False,,
cmt_education011_0006_r08,education_011,Phong Lâm dạ anh chỉ bảo thêm ạ,rác,True,,
cmt_education_011_0509,education_011,Hiệu trưởng trường thpt mà ghê thế. Môi trường giáo dục mà thầy làm bẩn quá . Khiếp.,rác,True,,
cmt_education_040_0005,education_040,"Đầu tư cơ sở vật chất đầy đủ cho các cháu
Đừng để học tin học trên vở",tích cực,False,,
cmt_education009_0081_r11,education_009,có rứa à,rác,True,,
cmt_education_040_0186,education_040,Năm tới môn Tin tăng vọt,trung lập,False,,
cmt_education_040_0128,education_040,Quá ủng hộ luôn,tích cực,False,,
cmt_education007_0018_r01,education_007,Trường em hổng như vậy a ơi,trung lập,False,,
cmt_education011_0017_r04,education_011,"Nguyễn Văn Cáp .,bà áo trắng nhân vật nữ chính đây xinh nha mn🥰🥰 Nguyễn Như Yến",rác,True,,
cmt_education018_0005_r01,education_018,"Thanh Sắt có cơ sở vật chất hạ tầng sẵn sàng muốn lôi xuống còn khó ý chứ 
Nhưng đầu tiên sẽ là ĐHQG rồi các trg khác nối tiếp",trung lập,False,,
cmt_education017_0007_r11,education_017,Minh Chi ở thành phố em được học máy tính từ trước cấp 1 rồi cách đây hơn 20 năm nữa nên h triển khai ở quê là còn chậm đó ạ.,tích cực,False,,
cmt_education_009_0152,education_009,"Không tự dưng mà cô giáo có ""sáng kiến"" đó . Nó phải được cấu thành từ gia đình, xã hội và trực tiếp là nền giáo dục mà ra
Nên xét ra cô giáo ấy chỉ là nạn nhân . Là nạn nhân thì không nên cả xã hội lên đồng thóa mạ đến mức như là xã hội ta chỉ duy nhất có trường hợp dấy mà thôi ; Nên giáo dục lại cái hiểu về nhân cách sống cho  cô giáo ấy ...là đủ
Nhưng phải cách chức hiệu trưởng và trưởng phòng giáo dục , Phê bình nghiêm khắc giám đốc sở giáo dục tỉnh đó ...có như thế thì may chăng sẽ thay đổi được não trạng lãnh đạo để không có trường hợp tương tự xảy ra",tiêu cực,False,,
cmt_education020_0011_r02,education_020,Lê Thị Hải Yến Tôi nghĩ là nên bỏ thi lên lớp 10 mà cứ dủ điểm cho lên lớp học cấp  TH PT đủ điểm xét cho bằng tốt nghiệp. Tổ chức thi đại học lấy đầu vào chuẩn để chọn nhân tài. Các cháu hết Thpt xét bản thân không vào đại học được đi học nghề hoặc đi làm cũng đủ tuổi lao động . Bản thân hs không bị áp lực bố mẹ cũng vậy.,trung lập,False,,
cmt_education018_0060_r20,education_018,Trương Nam Me2 k68 bình luận ẩn danh mà còn chê nữa thì biến 👌,trung lập,False,,
cmt_education_037_0177,education_037,bỏ là đúng-sẽ công bằng hơn,tích cực,False,,
cmt_education_020_0293,education_020,"Lần sau Bộ đừng cho đề minh hoạ nữa. Xin đấy. Chẳng thà k cho, cho 1 đằng làm 1 nẻo.",tiêu cực,False,,
cmt_education_001_0005,education_001,Trúc Phương bạn hiểu ý mình trứ 😌,rác,True,,
cmt_education_016_0071,education_016,Tôi mong muốn tối đa 20 nv,ý kiến riêng,False,,
cmt_education007_0001_r05,education_007,Lam Tran quan trọng khi học nội trú vẫn có lương để sống,tích cực,False,,
cmt_education004_0003_r02,education_004,"Mai Vũ hàng tháng, hàng tuần đều nổ drama. Cái sau to hơn cái trước, drama đã nổ, drama sắp nổ, drama khả năng nổ…",trung lập,False,,
cmt_education018_0011_r01,education_018,Tiệm Tháng Năm ngoại thành đi xa rồi thì bh nội thành đi lại có gì đâu,trung lập,False,,
cmt_education017_0002_r53,education_017,Lê Hoàng Thiện Những ai không chịu học sợ thôi,rác,True,,
cmt_education_039_0035,education_039,"Hoang mang, lo lắng",tiêu cực,False,,
cmt_education011_0005_r02,education_011,Nhật Thànhchục cô cơ mà hơn 16 cái lip vừa xem  bên Mây Lang Thang ,tiêu cực,False,,
cmt_education018_0039_r01,education_018,SunnyWallaby3855 về 36 giùm t,trung lập,False,,
cmt_education007_0003_r28,education_007,"Lương Tiểu Mai bạn có tìm hiểu về ngành y ko v bạn? Ths Ts chủ yếu theo hướng nghiên cứu là chính, còn lâm sàng thì phải nói tới bsnt vs CK1/2 chứ. Về đọc lại đi bạn rồi lên phát biểu tiếp nhé :))))",trung lập,False,,
cmt_education_015_0097,education_015,Dẹp sớm cho an tâm,tiêu cực,False,,
cmt_education017_0002_r64,education_017,Thùy Vân lâm sàng luôn chứ đùa à🤣,rác,True,,
cmt_education_040_0063,education_040,Học tin chill lắm nma khó ạ🥰,tích cực,False,,
cmt_education_009_0027,education_009,"Thằng cùng bàn chép bài văn của tao, 2 bài văn giống nhau như đúc. Cô giáo xuống tận bàn chấm điểm, cô đọc bài của tao xong thì quay ra bảo tao không tập chung làm bài và làm bài lạc đề. Rồi cô xem  bài của thằng bạn tao rồi cho 8 điểm và bảo có cố gắng... đó là câu chuyện có thật và tao không bịa đặt",ý kiến riêng,False,,
cmt_education007_0004_r05,education_007,Ở chỗ tôi có ths bs Ck2 rồi k biết bs ấy có học lên ts bs Ck2 không,tiêu cực,False,,
cmt_education_037_0221,education_037,Rất nên bỏ sớm,tích cực,False,,
cmt_education018_0017_r14,education_018,Phạm Như Phi ? Thế trg ban đầu xây ở đâu a bị đuổi mới lên đấy nhé. A xem lại xem a khuyên tốt đc bnh?,trung lập,False,,
cmt_education_011_0199,education_011,Làm mất hình ảnh người thầy!,tiêu cực,False,,
cmt_education_017_0050,education_017,Ối dồiiii ôiiii,rác,True,,
cmt_education_009_0144,education_009,Lỗi hệ thống. Các thầy cô ấy cũng không được giáo dục đến nơi đến chốn!,tiêu cực,False,,
cmt_education_020_0149,education_020,Năm sau chỉ cần thay đổi nguyên bộ GD mới thì sẽ ổn thôi,tiêu cực,False,,
cmt_education_007_0030,education_007,Không tương đương được là đương nhiên. Một bên chuyên sâu về điều trị. Một bên chuyên về giảng dạy nghiên cứu. Cần bổ sung thêm quy định đối tượng nào được đi học chuyên khoa đối tượng nào được đi học thạc sĩ Tiến Sĩ. Tránh tình trạng mấy ông thích và có nhiều mục đích khác . đang ở trong bệnh viện là bác sĩ điều trị nhưng học thạc sĩ Tiến sĩ  y tế công cộng hoặc lĩnh vực y học dự phòng chẳng liên quan tới vị trí việc làm mình đang thực hiện. Học xong rồi lấy cái bát tiến sĩ cũng ghi vào trong đơn thuốc là Tiến sĩ Bác sĩ thế là bệnh nhân tưởng giỏi giang lắm. Lựa chọn khám ầm ầm nhưng chất lượng khám chẳng ra gì,tiêu cực,False,,
cmt_education020_0004_r14,education_020,Bobby Bob vùng cao giờ đc mấy vùng :),trung lập,False,,
cmt_education_011_0104,education_011,Mỗi ngày một cô giáo thằng này sướng thật,tiêu cực,False,,
cmt_education_007_0314,education_007,Riêng tôi chỉ khâm phục bs nội trú nếu là bệnh nhân đi khám thì nên đến bs nội trú vì họ giỏi thật là tinh hoa của gành y,tích cực,False,,
cmt_education007_0014_r02,education_007,Tuân Minh Lê b cãi hộ t với. T nguyện theo b hết nghề.,tích cực,False,,
cmt_education011_0002_r10,education_011,Đỗ Ngọc Huyền xinh thế đi xin việc thì sếp và quản lí đều thế đấy )),tiêu cực,False,,
cmt_education007_0006_r02,education_007,Lê Đức người ta học xong trình độ bác sỹ rồi mới làm thạc sỹ và tiến sỹ bác ạ,trung lập,False,,
cmt_education_015_0072,education_015,Tin tốt,tích cực,False,,
cmt_education_018_0292,education_018,Nhà trường làm xe đón sinh viên như FPT ấy cho các em đỡ vất,trung lập,False,,
cmt_education_005_0174,education_005,Cô ấy muốn dạy thêm tại mà k ai học cổ tức,tiêu cực,False,,
cmt_education018_0017_r01,education_018,Nguyễn Minh F đỏ thư viện chưa kịp xây xong mà đã di dời thì chán quá,trung lập,False,,
cmt_education007_0012_r01,education_007,"Ngô Trang, tại sao quá (9 năm học (6 năm đa khoa+3 năm NT))? Ở Mỹ học YK 8 năm là có bằng TSYK (MD: Medical Doctor).",tích cực,False,,
cmt_education_007_0159,education_007,"Hai vấn đề khác nhau, không thể nói là tương đương",tiêu cực,False,,
cmt_education011_0030_r02,education_011,Hợp Thuỷ dâm quá thành ngáo đó bà,rác,True,,
cmt_education_020_0049,education_020,"Làm sao mà báo cáo thực, ảnh hưởng đến thành tích ai chịu",tiêu cực,False,,
cmt_education_018_0133,education_018,Đừng xây chung cư xây trường học thì tốt hơn,trung lập,False,,
cmt_education_007_0227,education_007,Học xong lớp ck1 rồi học thạc sĩ 😂 thế là đc cả hai bộ công nhận,tích cực,False,,
cmt_education_017_0456,education_017,"Nhớ dùng hết đồ có dây nhá, lan , chuột , phím , dùng loại không dây t xiên đấy",trung lập,False,,
cmt_education_013_0002,education_013,Chiêu 'lùa gà' để chiếm đoạt 7.677 tỷ đồng từ nhà đầu tư của Shark Thủy https://vnexpress.net/chieu-lua-ga-de-chiem-doat-7-677-ty-dong-tu-nha-dau-tu-cua-shark-thuy-4965132.html,rác,True,,
cmt_education_004_0136,education_004,Che mặt chi vậy ? Sợ người ta không biết hả ?,tiêu cực,False,,
cmt_education020_0004_r02,education_020,TienTuyen Cao ok !,tiêu cực,False,,
cmt_education018_0008_r02,education_018,Ninh Hai thóc đâu bồ câu đấy bạn nhỉ.,tiêu cực,False,,
cmt_education_037_0199,education_037,Thi cử là  phản ánh  đúng  phong độ của  thí sinh chớ tin vào  học bạ  mà  thời  điểm thì  kinkin thì  vứt rác,tiêu cực,False,,
cmt_education011_0002_r19,education_011,Hoàng Mỹ Thuận chắc ổng nghe đồn cam hư ai dè banh chành bình địa chiến này🤣🤣🤣🤣🥶,tiêu cực,False,,
cmt_education_007_0184,education_007,Bsnt và CK mãi đỉnh 😂,tích cực,False,,
cmt_education_015_0047,education_015,"Truong quá chất đep như cung dien mà bị giải thể thì quá uổng , sao khong lấy trường đó bổ sung làm trường học cho các em đi nhỉ",tiêu cực,False,,
cmt_education_040_0016,education_040,Cho số tiết tăng lên để hs có đk rèn luyện thích hành cái đã,ý kiến riêng,False,,
cmt_education017_0006_r06,education_017,"Lý Thảo từ cấp 1 đến cấp 2 thì có mấy cuộc thi trên máy rồi. Nhưng mấy cuộc thi đó nó không quan trọng lắm, có mạng lỗi thì thôi không ảnh hưởng trực tiếp kết quả của học sinh. Nhưng thi đại học thì khác. Lỗi là toang 1 loạt luôn.",trung lập,False,,
cmt_education_037_0250_r01,education_037,tính ra kh cần đi học 12 năm chi khổ ôn đgnl 1th là dô trường top roi,tiêu cực,False,,
cmt_education_017_0020,education_017,"Lại thí điểm , đem cả tương lai của bọn trẻ ra thí",tiêu cực,False,,
cmt_education_005_0248,education_005,Lòng ích kỷ nham hiểm đối với giáo viên này. Tiều nhân,tiêu cực,False,,
cmt_education_040_0204,education_040,Tung Isnt Real hmmm,rác,True,,
cmt_education_018_0176,education_018,Chuyển 207 giải phóng về Ninh Bình nhanh giùm😭,trung lập,False,,
cmt_education011_0008_r01,education_011,"Trần Ngọc 🚫Fb là  thầy Nguyễn Văn Đạt lên bài đính chính toàn bộ video là sai sự thật rồi mn
Chối bỏ có đăng toàn bộ sự thật ở Trang ổng kìa",ý kiến riêng,False,,
cmt_education_017_0619,education_017,"Chắc K13 thi chữi nhau văn, toán, anh với mấy con robot luôn wé 😭",tiêu cực,False,,
cmt_education_007_0201,education_007,"Tiến sỹ là nghiên cứu, chuyên khoa là thực hành, có thế tương đương quyền lợi chức vụ chứ ko tương đương bằng cấp. Ngu thế mà cũng cãi đc.",ý kiến riêng,False,,
cmt_education_037_0002_r45,education_037,"Nguyễn Diễm thi cũng công bằng nhưng bạn nói xét học bạ tiêu cực, k dễ đâu bạn ơi, các con học cấp 3 để xét dc học bạ đẹp cũng toàn bạn ưu tú k đó, các trường cũng k chạy thành tích như bn nghĩ đâu, các thầy cô rất công bằng",ý kiến riêng,False,,
cmt_education011_0002_r24,education_011,Che để đựu 😂😂😂,rác,True,,
cmt_education_017_0127,education_017,thi vẽ trên máy tính lun đi 👽,trung lập,False,,
cmt_education_007_0020,education_007,"Không xép thì thôi, các Bác sĩ CK1, CK2, Nội trú  cũng làm miết quen rồi",trung lập,False,,
cmt_education020_0010_r04,education_020,Vũ Mạnh Thắng ĐÊ THI MÔN VAN CAC THAY CO CHAM BAI KHEN ĐÊ RA NAM NAY HAY VA RAT NHIEU EM VIET RATTOT,tích cực,False,,
cmt_education017_0002_r25,education_017,Thùy Vân Mit MitPhan Linh,rác,True,,
cmt_education_009_0063,education_009,"Con cháu t thì m xác định vỡ mặt cmml,cô giáo quần què gì cái thứ cáo chồn m.👊👊👊",tiêu cực,False,,
cmt_education_040_0002_r01,education_040,Linh Nguyen bây giờ đk có rồi.tin mày mò   dễ hơn nếu đam mê.,tích cực,False,,
cmt_education_037_0016,education_037,"Con của tui cũng vậy để đạt dc điểm số như mong muốn các con phải nỗ lực rất nhiều , thời gian học còn nhiều hơn thời gian ăn và ngủ; nếu như nói không công bằng khi xét tuyển thì vô tình phủ nhận sự nỗ lực của các em, không phải chỉ riêng con tui nỗ lực trong học tập, tui nghĩ còn rất nhiều các em rất cố gắng nỗ lực trong học tập nên cần cân nhắc khi quyết định bỏ quy định này để động viên các em nỗ lực trong học tập và tránh thiệt thòi cho các e",ý kiến riêng,False,,
cmt_education_017_0363,education_017,Như vậy sẽ ảnh hưởng tâm lý cho môn thi sau,tiêu cực,False,,
cmt_education_037_0067,education_037,Đúng rồi. Dừng. Thi  công bằng cho đúng nhân tài dc chọn,tích cực,False,,
cmt_education_017_0451,education_017,"Trc thi ngất vì áp lực, lo sau thi ngất vì shock",tiêu cực,False,,
cmt_education_040_0051,education_040,Uầy môn tủ,tiêu cực,False,,
cmt_education_020_0223,education_020,Nên bỏ thi vào lớp 10 và bỏ thi tốt nghiệp cấp 3. Bắt buộc thì đại học. Các bạn ko thì đc đại học 18tuoi học nghề hoặc đã đủ tuổi lđ rồi.,trung lập,False,,
cmt_education007_0004_r25,education_007,"Binh Nguyenbs trước 75 không có bsck1, bsck2 mà chỉ có bsck thôi , bs A là bsck ngoại nhi tu nghiệp tại mỹ",trung lập,False,,
cmt_education019_0008_r01,education_019,"Máy Phun Sương Bình thành tích cao rồi gv cũng dc gì đâu, xin làm gì mất công",trung lập,False,,
cmt_education_005_0185,education_005,"SỐNG NHỤC PHẦN ĐỜI CÒN LẠI. Và cũng là lời Cảnh Tĩnh cho PH bệnh thành tích suốt ngày ""điểm chát"". Mà ko biết năng lực con mình tới đâu khi đi học thêm tại nhà Cô Giáo ở trường để được nâng điểm.",tiêu cực,False,,
cmt_education_017_0558,education_017,Chết ngay tại chỗ luôn 🥴,tiêu cực,False,,
cmt_education017_0009_r01,education_017,Phạm Ngọc Ba năm này chã thi 24 mã đề 1 phòng chị ơi,trung lập,False,,
cmt_education_005_0191,education_005,Kết quả chính xác rồi xử lý sao trời ..hóng,trung lập,False,,
cmt_education018_0060_r03,education_018,có ăn có học mà nói câu nào dốt câu đó .Đi học làm người còn khó thì sao thành tài hả ní,trung lập,False,,
cmt_education_017_0661,education_017,Thi xong ra làm liền cho nóng,trung lập,False,,
cmt_education_017_0167,education_017,đến 2k11 là thi bằng máy giặt luôn 😆,tiêu cực,False,,
cmt_education_038_0005_r02,education_038,Nguyễn Linh và sẽ nói tiếng Việt y như ... người nước ngoài luôn 😗,rác,True,,
cmt_education007_0013_r05,education_007,"Tuấn Anh đề xuất lên cần cụ thể và chi tiết cách làm, nhất là việc cấp phép để đảm bảo chất lượng, nhất là chứng chỉ hành nghề, theo cá nhân của tôi thì tất cả các loại giấy tờ này cần những Hội đồng chuyên khoa do các giáo sư đầu ngành uy tín đang đương chức chủ trì xét duyệt. Ngành Y là 1 ngành khoa học gắn liền với nghiên cứu và thực hành, nên cần phải là GS uy tín đang đương chức thì mới đủ kiến thức và cập nhật các kiến thức mới, tư duy mới, các chiến lược phát triển nhân lực ngành Y và có sự ràng buộc nhất định về trách nhiệm.",trung lập,False,,
cmt_education_037_0197,education_037,Bỏ ngay và luôn,tích cực,False,,
