comment_id,event_id,text,llm_emotion,is_trash,verified_label,notes
cmt_showbiz009_0038_r08,showbiz_009,Nguyễn Tô Ngọc Thương Huệ Chi,,True,,
cmt_showbiz012_0006_r13,showbiz_012,"Bi Bo giờ muốn bắt ai cũng đc mà, ít bữa nữa showbit có đứa nào tài sản lên 1000 tỷ là lụm 😅",,True,,
cmt_showbiz_004_0079,showbiz_004,Cty ZuBu là Zú Bự à 😂,Cà khịa,False,,
cmt_showbiz_030_0048,showbiz_030,Kiện,Trung lập,False,,
cmt_showbiz_012_0084,showbiz_012,Lừa đảo mọi nơi mọi cấp ￼,Phẫn nộ,False,,
cmt_showbiz_020_0348,showbiz_020,2 nghìn 700tỷ,Trung lập,False,,
cmt_showbiz_020_1711,showbiz_020,"𝓚𝐇𝓤̛̛𝓝 𝓜𝓐̃𝐈 đ𝐚̣̆𝐂 𝐁𝐈𝐄̣̂𝐓
https://78winlive.com
Vũ Vân",,True,,
cmt_showbiz_019_0215,showbiz_019,1 cô hoa hậu 1 ông đại biểu..... đi cả nút đến nơi r 😅😅😅😅,Trung lập,False,,
cmt_showbiz009_0009_r04,showbiz_009,"Page chuyên cmt dạo nín, nhắm yêu được thì yêu, không yêu được thì đừng giày vò, lên mạng mà so đo từng chút với nyc là thấy như cc rồi",Cà khịa,False,,
cmt_showbiz_023_0061,showbiz_023,Ban tổ chức mà không làm ngày hai là có lỗi với tình yêu của anh Cương và chị Hòa lắm đó nha 💯,Trung lập,False,,
cmt_showbiz004_0012_r04,showbiz_004,"Phòng, chống ma túy - Công an TP. Hồ Chí Minh mà nói về ngáo thì bên anh ngáo thì đúng hơn ý phòng chóng mai thúy lại nhảy sang kinh tế làm chi 😂😂",Cà khịa,False,,
cmt_showbiz_033_1982_r01,showbiz_033,Nguyễn Vũ Quân cứ từ từ khác ra,,True,,
cmt_showbiz_020_2547,showbiz_020,Trần Thị Như Quyền tới r nè,,True,,
cmt_showbiz_024_0245,showbiz_024,dư âm tvhk mang kem đánh răng còn lâu và dài quá,Trung lập,False,,
cmt_showbiz009_0036_r03,showbiz_009,Tien Tai ngta gọi là gió chiều nào mình theo chiều đấy :))),Trung lập,False,,
cmt_showbiz015_0016_r09,showbiz_015,"Nguyễn BU  có cả tăng hưng phấn khi hút shisa à. :))
Biết thì thưa thốt",Trung lập,False,,
cmt_showbiz_020_2947,showbiz_020,Khinh Bỉ vc nhà này,,True,,
cmt_showbiz_034_1078_r50,showbiz_034,"Dây treo nhãn mác, tem nhãn, tag quần áo Phúc Gia   nói như ông làm gì có tín dụng với f88 ?  nói cho đúng là cho vay nhưng kiểm soát được dòng tiền , còn như chơi hụi , cho mượn không đối chứng thì hên xui.",,True,,
cmt_showbiz009_0030_r08,showbiz_009,Trịnh Trung kiểu ăn món chính xong thấy mấy món phụ rườm rà vê à thôi,Trung lập,False,,
cmt_showbiz021_0004_r02,showbiz_021,Trần Mạnh Ninh khách sộp nó còn muốn đi tiếp lần sau nên nó kèn cẩn thận luôn,Cà khịa,False,,
cmt_showbiz_034_2068_r157,showbiz_034,"Tifosi Chúng mày có não đâu mà đòi có quan điểm, Bố khỉ chúng mày",Trung lập,False,,
cmt_showbiz018_0001_r26,showbiz_018,Inside the Box ai khen thì khen chứ t chê ngay từ đầu r nha sốp. Nhất là team đến từ TBT,Cà khịa,False,,
cmt_showbiz_025_0021,showbiz_025,Ko có tiền nhưng muốn đi nước ngoài nên chơi chiêu này ý mà. 🤔,Cà khịa,False,,
cmt_showbiz021_0038_r03,showbiz_021,Nguyễn Văn Nghĩa  e cho a theo với,,True,,
cmt_showbiz009_0037_r04,showbiz_009,Nguyễn Văn Công công đức vô lượng!!!,,True,,
cmt_showbiz019_0002_r08,showbiz_019,Vu Khanh Hoa về xong linh angola gọi điện giả vờ không quen luôn 🥹 thuyền này chìm rồi.,Cà khịa,False,,
cmt_showbiz_020_1952,showbiz_020,Chiến Dolly,,True,,
cmt_showbiz013_0049_r02,showbiz_013,Hứa Thị Mỹ Duyên,,True,,
cmt_showbiz_011_0016,showbiz_011,"Lèm bà lèm bèm lè nhà lè nhè . Càng xem càng tức,càng đau đầu",Phẫn nộ,False,,
cmt_showbiz_012_0080,showbiz_012,Dương Hướng Hoa Nguyễn Nguyễn gòy,,True,,
cmt_showbiz_023_0119,showbiz_023,Xem thêm: https://r.vgt.tv/pIiq,,True,,
cmt_showbiz_044_1999,showbiz_034,.,,True,,
cmt_showbiz018_0006_r01,showbiz_018,Thúy Vy sống chung nhìu năm cưới về thì cũng sống chung cuộc sống cx 2 người mà sao ngộ quá. Cuộc đời vô thường,Đồng cảm,False,,
cmt_showbiz_020_1675,showbiz_020,Nguyễn Thị Hương,,True,,
cmt_showbiz_010_0020,showbiz_010,Lê Hồng Ngọc bạn này ghen,,True,,
cmt_showbiz_023_0092,showbiz_023,Mỹ Trâm Trần thương he,,True,,
cmt_showbiz_033_1940_r235,showbiz_033,Hồ Minh Trang,,True,,
cmt_showbiz_020_0594,showbiz_020,Siêu giỏi,Trung lập,False,,
cmt_showbiz_009_0026,showbiz_009,Văn của mấy thằng gia trưởng 🤣,Cà khịa,False,,
cmt_showbiz_020_3514,showbiz_020,Giàu thì ganh tị thói xấu nhất của kẻ tiểu nhân...  mình ko làm được như họ ..nên chúc.phúc cho họ ...  ai cũng muốn giàu nhưng dễ gì làm được vậy,Trung lập,False,,
cmt_showbiz032_0041_r07,showbiz_032,Thanh Trọng kkkkk Hoa hậu trái đất  đi làm người mẫu cho NTk kkkk,Trung lập,False,,
cmt_showbiz013_0015_r03,showbiz_013,Nguyễn Hòa ăn vụng nó ngon bn ơi,,True,,
cmt_showbiz025_0023_r01,showbiz_025,Viet Hung Ma quỷ sợ ánh sáng .,,True,,
cmt_showbiz_043_1589,showbiz_033,Tươi như kia. Nụ cười của kẻ chiến thắng,Trung lập,False,,
cmt_showbiz_034_0633_r02,showbiz_034,Báo Phùng,,True,,
cmt_showbiz_020_1037,showbiz_020,Quá đẳng cấp.,Trung lập,False,,
cmt_showbiz_020_0780,showbiz_020,ad cho hỏi tg huấn bgio đi vậy :)),Trung lập,False,,
cmt_showbiz_015_0061,showbiz_015,Bao nhiêu việc tốt làm mấy ai biết 1 lần phạm lỗi cả nước hay đúng là con người thật đáng sợ khi chỉ biết dìm nhau xuống,Trung lập,False,,
cmt_showbiz_034_1092_r10,showbiz_034,"Văn Tiến Vn  đang  dần  đẩy  về  sàn việt  giao dịch kìa  ,  lớ ngớ làm án  điểm thị uy 🤣🤣",Trung lập,False,,
cmt_showbiz015_0005_r21,showbiz_015,Hiếu Trần đây nhắc nhở th mà bạn chứ có chửi nó đâu mà bảo giang hồ ko phân biệt dc đúng sai à bạn,Trung lập,False,,
cmt_showbiz_020_1710,showbiz_020,Tr Thị Hoa Cúc Sếp em Mailisa la la la,,True,,
cmt_showbiz020_2732_r02,showbiz_020,Nam Nguyen đụng vô tiền nong khó cưỡng,,True,,
cmt_showbiz_012_0115,showbiz_012,Cam thường vẫn đẹp!,,True,,
cmt_showbiz018_0012_r10,showbiz_018,Billy Tran Đàn ông 50 tuổi còn lấy vợ được đàn bà 50 tuổi có ma nó thèm 😪,Cà khịa,False,,
cmt_showbiz_043_1254,showbiz_033,Nghĩ có tiền lo được het,Trung lập,False,,
cmt_showbiz020_0189_r01,showbiz_020,Diệp Quỳnh 2000 & 700 tỏi,,True,,
cmt_showbiz007_0031_r11,showbiz_007,Khánh Hoàng Hay 🤣,,True,,
cmt_showbiz_043_0366,showbiz_033,Hoàng hường cũng giúp được nhiều người mà,Trung lập,False,,
cmt_showbiz008_0003_r12,showbiz_008,Quang Văn người nhà m bị vu khống vụ bài vị suốt 5năm xem m có nhảy dựng lên ko ở đó mà đúng sai hay m câm luôn,Trung lập,False,,
cmt_showbiz008_0002_r16,showbiz_008,Trang Anh chứ jack còn cần kéo anti à mà khéo lo,Trung lập,False,,
cmt_showbiz_034_0941_r02,showbiz_034,Banh Djbmt kkk,,True,,
cmt_showbiz019_0354_r01,showbiz_019,Đặng Đức Hoàng a cũng ngóng 2 chị đó lắm á,,True,,
cmt_showbiz011_0046_r04,showbiz_011,Linh Anh nhận cha đi b,Phẫn nộ,False,,
cmt_showbiz_011_0190,showbiz_011,Tưởng virus cứu Kim So Hyun hóa ra là cứu Jack,Cà khịa,False,,
cmt_showbiz_021_0190,showbiz_021,"đi thi sắc đẹp để dễ bán dâm hơn,,",Trung lập,False,,
cmt_showbiz_016_0035,showbiz_016,do ộ i i mà cả 1 thế hệ mồm bát hương ra đời đấy🤣,Trung lập,False,,
cmt_showbiz015_0013_r04,showbiz_015,Nguyên Đỗ thằng khốn gặp thời thôi bạn,,True,,
cmt_showbiz_020_2812,showbiz_020,Sếp em malisa. Sếp em đi 1 mình,Trung lập,False,,
cmt_showbiz018_0045_r04,showbiz_018,"Đặng Kim Hương 
Thật ra là có tin bà Tizi ngoại tình với quản lý, xong hai người kết thúc. Gòi ổng để bả cùng dàn nhân viên + nhà. Nhưng nhân viên lại chọn đi theo ổng á. Còn ông này có vụ ngoại tình mà là lúc iu.",Cà khịa,False,,
cmt_showbiz030_0005_r02,showbiz_030,Đừg để dụ này chỳmm,Trung lập,False,,
cmt_showbiz_011_0154,showbiz_011,"T như ng tối cổ, mấy nay ko phốt thằng này đến giờ t còn k biết nó là ai",Phẫn nộ,False,,
cmt_showbiz_033_0001_r197,showbiz_033,Phan D. Anh ở đó mà người giàu có tiếng .bây giờ về nói ai nghe bán hàng toàn đi bịp mấy người ở vùng sâu xa chứ ở tp ai thèm mua,Cà khịa,False,,
cmt_showbiz_020_2218,showbiz_020,Pham Lien,,True,,
cmt_showbiz018_0045_r03,showbiz_018,"Tôi cũng thấy thú vị ㅋㅋㅋㅋㅋㅋㅋㅋ thiệt á bà, yêu lâu rồi k muốn cưới đâu, có cưới cũng dễ li hôn á. Xưa mình quen ck mình cũng bị ng lớn 2 bên giục suốt, bảo k nên yêu lâu, thấy ổn ổn thì cưới luôn đi, 2 vc quen đc năm rưỡi thì cưới, tới giờ tính cả thời gian quen yêu lẫn cưới là hơn 4 năm, ck vẫn yêu thương chiều chuộng giống hồi mới yêu á",Trung lập,False,,
cmt_showbiz008_0017_r01,showbiz_008,Nghiệp nó quật.. thế lúc chúng nó dìm ng khác thì sao??,Trung lập,False,,
cmt_showbiz_004_0201,showbiz_004,Làm ăn thức đức thì cũng có ngày lòi mặt ra thôi,Phẫn nộ,False,,
cmt_showbiz020_0079_r01,showbiz_020,Chang Chít nhìn vẫn đẹp trai phết 🤣,,True,,
cmt_showbiz_044_0787,showbiz_034,Cho xin 1 chỉ đi,Trung lập,False,,
cmt_showbiz_043_0899,showbiz_033,Vì biết trước sẽ có ngày này nên đã chuẩn bị tâm lý.,Trung lập,False,,
cmt_showbiz_021_0091,showbiz_021,Đã bảo đi thi chỉ để nâng giá mà lị. K có gì mà phải bất ngờ cả,Cà khịa,False,,
cmt_showbiz020_2143_r04,showbiz_020,😢😢 Facb00k bả lên tieg rồi nà Mai Lisa,Trung lập,False,,
cmt_showbiz011_0026_r06,showbiz_011,Ngọc Hương đẹp trai cỡ KSH còn chưa chắc đã tẩy đc thì đằng này sớm muộn gì cũng ấy thôi :))),Cà khịa,False,,
cmt_showbiz020_2277_r01,showbiz_020,Chinh Kiều Nguyễn có bà ơi =))),,True,,
cmt_showbiz_043_0809,showbiz_033,Cơ bản là tội đang nêu là quá nhẹ so với nhưng gì nó làm và nó đã suy tính đổ hết lên đầu người khác rồi.,Trung lập,False,,
cmt_showbiz_011_0025,showbiz_011,"Nhìn tướng đã hãm l r, sao ce lại yêu nó được giỏi thật🙏🙏🙏",Cà khịa,False,,
cmt_showbiz020_1007_r03,showbiz_020,Hương Lê gần đấy để ý chị gái Chi cái Hương nhá. K lại khổ ra😆,Trung lập,False,,
cmt_showbiz_009_0269,showbiz_009,"Cái ông này rất giỏi thao túng tâm lý người nghe. Nếu chỉ nghe qua thì sẽ nghĩ à ô này yêu bà kia, đã làm tất cả vì bà kia, theo ý bà kia, yêu và luôn nghĩ cho bà kia. Nhưng nghe sâu, hiểu kĩ thì k hề giải thích, hay lý giải rằng vì sao lại xảy ra, chuyện đó có đúng k, trong khi yêu có chuyện đó k 🤡
Nghe 1 hồi mà nhứk cái đầu liền, nhưng xin lối, tao quách tỉnh lắm hi",Trung lập,False,,
cmt_showbiz007_0045_r01,showbiz_007,Trần Minh Nhật K ngờ luôn 🤣,,True,,
cmt_showbiz_020_1870,showbiz_020,Thu Sương kk,,True,,
cmt_showbiz_033_1940_r564,showbiz_033,Tuyền Văn Hóa  vẫn cười chắc không sao rồi 😂,,True,,
cmt_showbiz020_2833_r12,showbiz_020,"Chuẩn, đi qua nhà thì thấp bé nhuv đi dọc khu mộ thì tuyệt đẹp",Trung lập,False,,
cmt_showbiz013_0022_r02,showbiz_013,Trần Duy :))),,True,,
cmt_showbiz_021_0086,showbiz_021,Á Khôi còn được 6tr...còn t biết con kia ảo giá mỗi lần đi 8-10-20 không đó bâyyy,Cà khịa,False,,
cmt_showbiz_044_1710,showbiz_034,Shark    tanh  rồi,Trung lập,False,,
cmt_showbiz_023_0087,showbiz_023,Lê Thảo 😗,,True,,
cmt_showbiz_020_0140,showbiz_020,…,,True,,
cmt_showbiz_043_0557,showbiz_033,Vì biết trước sẽ có ngày như này thì chờ đón thôi.,Trung lập,False,,
cmt_showbiz018_0045_r11,showbiz_018,"Sương Trà control ý, nó đọc là cần trô thì t viết y si vô!!!",Cà khịa,False,,
cmt_showbiz032_0004_r06,showbiz_032,Kyoh Cường ng ta thi lần đầu :) vậy là thắng TH rồi đó,Trung lập,False,,
cmt_showbiz009_0004_r02,showbiz_009,"Kiều Kiều ôi k sai 1 từ nào lun:)))) thao túng, im lặng, tâm lý nạn nhân đổ lỗi ngược lại và nói do mình là người phản ứng thái quá. Tính mamaboy và còn mặc váy nữa:)) nó đổ lỗi lun cho bạn là có ngkhca trong khi nó mới là đứa ngoại tình đang bị phát hiện .ghê tởm thật chứ 🤣",Trung lập,False,,
cmt_showbiz_034_1240_r02,showbiz_034,"Vũ Minh Thuận mình k dính DA nào của thằng này, nhưng mình thích cái cách nó lấy tự lấy mảnh sành đâm vào đít nó :))",Trung lập,False,,
cmt_showbiz_011_0268,showbiz_011,Bé đỏ là sao vậy m.n,,True,,
cmt_showbiz_044_0050,showbiz_034,Thằng này thẻo nó từng miếng thịt cũng chưa vừa lòng với những người bị nó hại nó lừa cho người ta tan gia bại sản rồi người ta khốn đốn tiền bạc rồi người ta còn phải bị ở.tù..tội ác nó gây ra như vậy..phải bằm nó ra từng mảnh mới vừa lòng .người bị nó hại..,Phẫn nộ,False,,
cmt_showbiz_033_1940_r02,showbiz_033,Mai Mai,,True,,
cmt_showbiz_033_1789_r04,showbiz_033,Hà Văn Sỹ nhắc nhở rồi mà,,True,,
cmt_showbiz_011_0031,showbiz_011,Trả tiền xem phim cho nó chưa th đàn bà,Phẫn nộ,False,,
cmt_showbiz_020_3653,showbiz_020,T chỉ biết bả xây nhà cho ng nghèo bị mất nhà thôi.còn đời sống cá nhân của bất cứ ai t ko để ý,Trung lập,False,,
cmt_showbiz_020_1090,showbiz_020,Mấy chị nhà giàu hơi bị cay... Mua hàng thật.mà dùng phải hàng giả....tội nghiệp .,Trung lập,False,,
cmt_showbiz018_0050_r03,showbiz_018,Trương Bích Loan Yêu ít thôi nghe chưa,Cà khịa,False,,
cmt_showbiz_020_0664,showbiz_020,Tôi sợ gấp 10 lần như này ý,Trung lập,False,,
cmt_showbiz_033_1940_r392,showbiz_033,"Tuyền Văn Hóa phú thọ ko đọ dc đâu,toàn cao thủ phù tang..kkk",Trung lập,False,,
cmt_showbiz_011_0183,showbiz_011,"Có dám kiện ko, con kia nắm bằng chứng ko đưa ra đó, cho nó kiện rồi ra tòa mới đưa, virus mới tan tành",Phẫn nộ,False,,
cmt_showbiz_034_2070_r31,showbiz_034,Duy Son Nguyen giờ nói ai nghe?,,True,,
cmt_showbiz_020_0829,showbiz_020,Qá tham lam!,Trung lập,False,,
cmt_showbiz_007_0076,showbiz_007,,,True,,
cmt_showbiz_029_0032,showbiz_029,Cỡ này vô hát kara lấy tiền bo đc rồi,Trung lập,False,,
cmt_showbiz_020_2462,showbiz_020,Thôi quả này toang rồi,Trung lập,False,,
cmt_showbiz009_0026_r01,showbiz_009,Nguyễnn Thảoo m để quên ở nhà viruss hả ?,Trung lập,False,,
cmt_showbiz014_0001_r09,showbiz_014,5 hổ giấy chuẩn bị đi ngủ,Trung lập,False,,
cmt_showbiz_043_0819,showbiz_033,Cứ cười đi khi còn có thể   Hồi sau sẽ rõ,Trung lập,False,,
cmt_showbiz019_0046_r06,showbiz_019,Hải Đăng dí tận cùng ;),,True,,
cmt_showbiz019_0025_r20,showbiz_019,Hoàng Đức nín,,True,,
cmt_showbiz_033_1941_r22,showbiz_033,Xôi Lạc chỉ có bọn ngu như tụi mày mới ủng hộ cho nhà con HH làm giàu bất chính chứ ai ủng hộ nó mà mày bảo toàn dân. Đi làm ăn  bất chisnh rồi bỏ vài đồng lẻ làm từ thiện để che đậy hành vi mà bọn mày xem nó như cha như mẹ,Trung lập,False,,
cmt_showbiz_004_0094,showbiz_004,"Đặt cái tên Công ty là đã thấy thiếu nghiêm túc rồi, y như cái Chị em rọt",Cà khịa,False,,
cmt_showbiz_033_1949_r24,showbiz_033,Ngọc Trâm ngu như mày hay mày là đồng phạm,Trung lập,False,,
cmt_showbiz_010_0054,showbiz_010,,,True,,
cmt_showbiz018_0049_r06,showbiz_018,V Phuong Nhu giống e nè :)))),,True,,
cmt_showbiz_004_0098,showbiz_004,Xuân này con không về…???,,True,,
cmt_showbiz018_0039_r03,showbiz_018,Lý Phương a yêu bản thân nhưng a tỏ ra cao thượng 🤭,Trung lập,False,,
cmt_showbiz_034_0009_r17,showbiz_034,Lê Thị Nguyệt lấy tiền của người khác làm của mình sao Ko giàu,Phẫn nộ,False,,
cmt_showbiz_034_2071_r25,showbiz_034,"Doãn Trí Bình Đại hiệp hình như sai trính tả rồi. ""Chí"" chứ ko phải ""Trí""",Trung lập,False,,
cmt_showbiz_044_1259,showbiz_034,Tôi nhìn bạn bình này không co chut cảm tình mà sao PO mê nó thế nhỉ loại co tien la bỏ vợ con chay theo gái là loại gì nhỉ PO thi vi tiền đã rõ,Trung lập,False,,
cmt_showbiz008_0031_r06,showbiz_008,"Nguyen Huyen trl cơ quan nhà nước thế nào xong họp báo nói 1 nẻo, hèn thế",Trung lập,False,,
cmt_showbiz_006_0091,showbiz_006,Hạnh Nguyễn tưởng mình KSH hay gì,,True,,
cmt_showbiz_030_0179,showbiz_030,Vll trả bài hát lại cho ngta đi nhỏ ơi có tiền thì mua độc quyền mà hát,Trung lập,False,,
cmt_showbiz_009_0351,showbiz_009,Khi tình yêu kết thúc thì sự khốn nạn lên ngôi,Trung lập,False,,
cmt_showbiz015_0001_r11,showbiz_015,Bao Tran nhưng shiasha ko nộp thuế :))),Trung lập,False,,
cmt_showbiz_043_1773,showbiz_033,Vẫn tươi cười lắm,Trung lập,False,,
cmt_showbiz_020_3346,showbiz_020,"chỉ có mày mới có ý kiến thôi ad ạ, lắm chuyện, ngta có tiền thì kệ ngta chứ",Trung lập,False,,
cmt_showbiz_013_0115,showbiz_013,Mắt sáng long lanh và k hề có 1 lời cảm ơn những người đã chuyển khoản cho tặng😊,Trung lập,False,,
cmt_showbiz023_0003_r16,showbiz_023,Hoa Nguyen mở mồm ra lgi cho mùi thối bay ra!chắc nhiều ng ỉa vào mồm m lắm nên mở ra cái mới bốc mùi nvay🥴,Trung lập,False,,
cmt_showbiz011_0028_r02,showbiz_011,"Huyền Trang thật sự á :))) sao nó k họp báo ta, tui ko cần nó cãi tay đôi nữa, nó lòi cái mặt nó ra đời thiệt đi tui xé miệng nó là đc =)))))",Phẫn nộ,False,,
cmt_showbiz_020_1073,showbiz_020,Tôi cũng hết nhiều tiền vói chi mai giò lo quá tròi về da của tôi,Trung lập,False,,
cmt_showbiz_033_0001_r86,showbiz_033,"Phan D. Anh Ngắn gì ,ít thì 5 năm .Mà 1 ngày trong tù bằng nghìn thu ở ngoài .Mất tự do là mất tất cả cmnr .Chờ đc ra tù thì cũng già rồi .",Phẫn nộ,False,,
cmt_showbiz_043_0100,showbiz_033,Nhà nước mình lên thu hồi hết tài sản của hoàng hường,Trung lập,False,,
cmt_showbiz016_0011_r03,showbiz_016,Điều Hoà t cóp trên mạng th chứ t cx chả rảnh đâu mà viết🗿,Cà khịa,False,,
cmt_showbiz_007_0131,showbiz_007,Nhìn mặt biết hãm,Trung lập,False,,
cmt_showbiz_020_1469,showbiz_020,Âu là số lừa đảo,Trung lập,False,,
cmt_showbiz018_0010_r01,showbiz_018,Nữ NHi phụ nữ là thanh xuân còn đàn ông chắc thanh trà :))),Cà khịa,False,,
cmt_showbiz_008_0142,showbiz_008,"Trái thuần phong mỹ tục thì cả rổ ca sĩ, phạt hết t mới nể",Trung lập,False,,
cmt_showbiz019_0003_r06,showbiz_019,"Phan Việt Anh nói thế thì Linh lại thành kẻ đáng thương à bác. Vì đồng tiền mà bào đồng bào thì đâu còn đáng thương. Nó thừa biết nguồn gốc những sản phẩm gán mác nó mà. Trước giờ cách xử lý truyền thông của nó vẫn là im lặng trước thông tin xấu xong để đội truyền thông đẩy những bánh tốt lên phủ lại rồi nó mới lên tiếng kiểu vô tri không quan tâm: mình làm mình biết...
Sở dĩ không cần lên tiếng luôn, bởi hiện tại nó không dính tới nhãn hàng nào to tới cỡ quyết định sống còn... còn Tiên thì khác, mới trúng được nhãn hàng to bự nên phải bảo vệ hợp đồng thôi.
Ncl nổi lên bằng mác tử tế thì nên làm điều tử tế chứ quay về bào đồng bào thế thì lại không tử tế lắm...",Phẫn nộ,False,,
cmt_showbiz_021_0053,showbiz_021,Có khi nào các cuộc thi hoa hậu đều ....🫣🫣,Cà khịa,False,,
cmt_showbiz_020_2440,showbiz_020,"Ai nhắm mắt làm ngơ nv,hay đúng kiểu con voi chui qua lỗ kim",Trung lập,False,,
cmt_showbiz_044_1784,showbiz_034,Lộ Long mạch rồi sác ơi 😂,,True,,
cmt_showbiz_034_2070_r16,showbiz_034,"Duy Son Nguyen tôi gọi thằng Tiểu Nhân thì đúng hơn.
Hoạn nạn biết nhau ngay. Bts mõm vcc mà nhiều đứa vẫn tung hô thằng tiểu nhân Mõm đấy.",Trung lập,False,,
cmt_showbiz_011_0053,showbiz_011,Tôi bắt đầu quý J97 hơn sau phiên live này r vì a J97 tệ nhưng ảnh k lèm bèm như thằng này :))),Cà khịa,False,,
cmt_showbiz_044_1154,showbiz_034,"😭😭😭 Ngày này cuối cùng cũng đã đến. Thằng này có mấy dự án công nghệ toàn đi lừa nhà đầu tư. Trước đó tôi cũng bị lừa tham gia cái dự án cho vay ngang hàng p2p do nó hô hào, may mà không mất tiền gốc, nhưng không được tý lợi nhuận nào, trước đó app p2p của nó cam kết lợi nhuận 18%/năm, nhưng đến ngày đáo hạn thì không rút được lãi.app tên là tienngay.vn . Cầu trời cho nó phải trả giá.",,True,,
cmt_showbiz_033_0001_r85,showbiz_033,Nguyễn Việt Tùng một con vịt béo rơi vào đầm cá sấu đói lâu ngày mà lại toàn cá sấu chuyên môn nghiệp vụ cao thì liệu vịt còn béo được không? E rằng xương cũng không còn😄,Cà khịa,False,,
cmt_showbiz020_2829_r63,showbiz_020,"Mèo Nghếch đúng rồi a ạ. Các cụ có câu tiền mất phật biết. Ko biết đốt tiền, làm mâm cao cỗ đầy, xây lăng to mộ đẹp các cụ có được hưởng hay ko. Nhưng đấy là tấm lòng thành của con cháu. Chắc chắn các cụ sẽ tự hào và đón nhận.",Trung lập,False,,
cmt_showbiz005_0003_r18,showbiz_005,Mie Victorya zack bị m cắn ai cắn bà,,True,,
cmt_showbiz_009_0264,showbiz_009,"nhận xét về 2 bạn này thì mình thấy đều thông minh kiếm tiền giỏi. Ý kiến cá nhân là cơ bản ngay từ đầu 2 bạn đã ko hợp tuổi. Xem qua vài đoạn thì thấy VR có vẻ ko trả lời đúng trọng tâm đang né tránh điều gì, nhưng cũng có một số mình cho là thật. Còn NK thì mình xin lỗi nếu là mình thì mình sẽ có chút cảnh giác thông qua cách bạn ấy nói. 2 bạn đều thành công trong cv của mình tốt nhất là dừng lại êm đẹp nên kiếm ai khác hiền lành đừng làm chung ngành chắc sẽ tốt hơn",Trung lập,False,,
cmt_showbiz020_0125_r01,showbiz_020,Nguyễn Kỳ Châu hehe,,True,,
cmt_showbiz_044_1512,showbiz_034,"Tiền lừa đảo ăn chơi phè phỡn ..liệu đã đi hết 5 châu ..
Câu lạc bộ Juvetut đang chờ 
Giờ là Xác chứ không phải shark nữa .",Trung lập,False,,
cmt_showbiz_043_1514,showbiz_033,Vẫn cười tươi lắm.,Trung lập,False,,
cmt_showbiz_011_0277,showbiz_011,vẫn là thề :)),,True,,
cmt_showbiz023_0068_r16,showbiz_023,Nhung Phạm ê đúng suy nghĩ nha 🤣🤣,,True,,
cmt_showbiz007_0029_r18,showbiz_007,"Quyên Trần nói thẳng ra cô này cũng muốn bám vào th này. Chứ người bth dĩnh bẫy lần đầu thì lo chạy rồi. Ăn ko được phá cho banh hết. Khố.n như nhau.
Cô này tạo đk cho th kia càng khố.n ch.ó. Chứ nếu cổ là ny chính thức thì khi phát hiện có con trà chen vào cổ lại bình tĩnh tâm sự tỉ tê với nhau. Cả 3 kh.ốn nạn như nhau. Chỉ có con bé nhỏ là tội nhất, gánh chịu hết những gì cha mẹ nó tạo ra",Trung lập,False,,
cmt_showbiz007_0029_r26,showbiz_007,"Trng Ngoc Anh thì đúng rồi. Mà ý t nói là kỳ kinh hậu sản nó kéo dài cả nửa tháng. Và nữa, huyết dư đã hết cũng đâu có nghĩa tử cung b sẳn sàng qh. Qh như vậy cho lên máu sản hậu chếc à? Bs nói ít nhất sau 4- 6tuần. Vậy b trừ từ ngày phá đến thêm 4 tuần đi, thì sao đến th5 lòi ra thai 3 tháng?
Th J nó có ch.ó cỡ nào cũng ko thể qh với ng đang dưỡng thai sản và người phụ nữ cũng ko thể thè.m khát để cho ch!t đc. Vì dễ co giật, thậm chí thăng thiên.",Trung lập,False,,
cmt_showbiz021_0004_r04,showbiz_021,Trần Mạnh Ninh 4 đến 6 củ thì chắc chỉ trừ lỗ đjt' =))),Cà khịa,False,,
cmt_showbiz030_0002_r01,showbiz_030,Trịnh Tấn Sum kiếm mớ view trước đã,,True,,
cmt_showbiz_008_0117,showbiz_008,Trần Thành Được khó lói =))),,True,,
cmt_showbiz_043_0314,showbiz_033,Chỉ có con bị thần kinh nó mới mỉm cười khi vào tù…,Trung lập,False,,
cmt_showbiz018_0045_r12,showbiz_018,"Đặng Kim Hương 
Ừa mình nghĩ Rumor ngoại tình là đúng á. Mà đang có hai phe, bà Tizi cũng im lìm nên khó phân biệt ai thui.",Cà khịa,False,,
cmt_showbiz_043_0364,showbiz_033,Ôi. Mai mốt họ cho tại ngoại ấy mà,,True,,
cmt_showbiz020_1543_r14,showbiz_020,Lê Hoà,,True,,
cmt_showbiz_044_0933,showbiz_034,Kinh khủng￼,Trung lập,False,,
cmt_showbiz_033_0001_r52,showbiz_033,"Hồng Chill giờ ăn uống gia đình đóng tiền Theo quy định nên đi tù béo hú, ở chỗ nhà mình gần trại giam nên thấy tù nhân được ra tù béo hỏi họ họ bảo như vậy",Cà khịa,False,,
cmt_showbiz_034_0017_r02,showbiz_034,"Lê Sơn kkk , coi thời sự ít thôi",,True,,
